active,comment,id,group_ids
TRUE,,sd.BAR_procurementprocurement_form_view_button_check,"Sup_Purchase_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_stock_move_trackingstock_move_tracking_form_view_print_report,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator,Sup_Requester,Sup_Request_Validator"
TRUE,,sd.BAR_stock_move_trackingstock_move_tracking_form_view_print_view,"Sup_Supply_System_Administrator,Sup_Purchase_Officer,Sup_Purchase_Manager,Sup_Supply_Config,Sup_Product_Manager,Sup_Consumption_Management,Sup_Store_Keeper,Sup_Demand_Manager,Sup_Warehouse_Manager,Sup_Requester,Sup_Request_Validator"
TRUE,,sd.BAR_stock_schedulestock_frequence_form_view_choose_frequency,"Sup_Supply_System_Administrator,Sup_Purchase_Manager,Sup_Warehouse_Manager"
TRUE,,sd.BAR_purchasepurchase_order_form_purchase_cancel,"Sup_Purchase_Officer,Sup_Purchase_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_purchasepurchase_order_form_action_cancel,"Sup_Purchase_Officer,Sup_Purchase_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_purchasepurchase_order_form_purchase_confirm,"Sup_Purchase_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_purchasepurchase_order_form_purchase_appbuyer,"Sup_Purchase_Officer,Sup_Purchase_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_saleview_order_form_ship_corrected,"Sup_Demand_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_saleview_order_form_action_cancel,"Sup_Demand_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_saleview_order_form_ship_cancel,"Sup_Demand_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_saleview_order_form_action_cancel_draft,"Sup_Demand_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_saleview_order_form_cancel,"Sup_Demand_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_saleview_order_form_invoice_cancel,"Sup_Demand_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_saleview_order_form_order_confirm,"Sup_Demand_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_saleview_order_line_form2_button_cancel,"Sup_Demand_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_product_listproduct_list_add_products_form_view_fill_list,"Sup_Supply_System_Administrator,Sup_Purchase_Officer,Sup_Purchase_Manager,Sup_Demand_Manager,Sup_Product_Manager,Sup_Warehouse_Manager"
TRUE,,sd.BAR_product_attributesproduct_where_used_ask_product_view_where_used,"Sup_Purchase_Officer,Sup_Purchase_Manager,Sup_Product_Manager,Sup_Store_Keeper,Sup_Demand_Manager,Sup_Warehouse_Manager,Sup_Supply_System_Administrator,Sup_Supply_Config"
TRUE,,sd.BAR_productproduct_normal_form_view_deactivate_product,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_consumption_calculationreal_average_consumption_form_view_change_cons_location_id,"Sup_Consumption_Management,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_consumption_calculationreal_average_consumption_form_view_import_rac,"Sup_Consumption_Management,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_consumption_calculationreal_average_consumption_form_view_export_rac,"Sup_Consumption_Management,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_consumption_calculationreal_average_consumption_form_view_add_multiple_lines,"Sup_Consumption_Management,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_consumption_calculationreal_average_consumption_form_view_button_remove_lines,"Sup_Consumption_Management,Sup_Supply_System_Administrator,Sup_Product_Manager"
TRUE,,sd.BAR_consumption_calculationreal_average_consumption_form_view_copy,"Sup_Consumption_Management,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_consumption_calculationreal_average_consumption_form_view_button_update_stock,"Sup_Consumption_Management,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_consumption_calculationreal_average_consumption_form_view_cancel_button,"Sup_Consumption_Management,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_consumption_calculationreal_average_consumption_form_view_process_moves,"Sup_Consumption_Management,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_consumption_calculationreal_average_consumption_form_view_draft_button,"Sup_Consumption_Management,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_consumption_calculationreal_average_consumption_confirmation_view_process_moves,"Sup_Consumption_Management,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_consumption_calculationmonthly_review_consumption_form_view_import_fmc,"Sup_Consumption_Management,Sup_Supply_System_Administrator,Sup_Consumption_Only"
TRUE,,sd.BAR_consumption_calculationmonthly_review_consumption_form_view_export_fmc,"Sup_Consumption_Management,Sup_Supply_System_Administrator,Sup_Consumption_Only"
TRUE,,sd.BAR_consumption_calculationmonthly_review_consumption_form_view_add_multiple_lines,"Sup_Consumption_Management,Sup_Supply_System_Administrator,Sup_Consumption_Only"
TRUE,,sd.BAR_consumption_calculationmonthly_review_consumption_form_view_button_remove_lines,"Sup_Consumption_Management,Sup_Supply_System_Administrator,Sup_Consumption_Only"
TRUE,,sd.BAR_consumption_calculationmonthly_review_consumption_form_view_display_graph,"Sup_Consumption_Management,Sup_Supply_System_Administrator,Sup_Consumption_Only"
TRUE,,sd.BAR_consumption_calculationmonthly_review_consumption_form_view_valid_multiple_lines,"Sup_Consumption_Management,Sup_Supply_System_Administrator,Sup_Consumption_Only"
TRUE,,sd.BAR_consumption_calculationview_real_consumption_change_location_change_location,"Sup_Consumption_Management,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_consumption_calculationexpiry_quantity_report_init_view_process_lines,"Sup_Purchase_Officer,Sup_Purchase_Manager,Sup_Consumption_Management,Sup_Store_Keeper,Sup_Demand_Manager,Sup_Warehouse_Manager,Sup_Supply_System_Administrator,Sup_Med_Read,Sup_Requester,Sup_Request_Validator"
TRUE,,sd.BAR_consumption_calculationexpiry_quantity_report_init_view_print_report_wizard,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator,Sup_Requester,Sup_Request_Validator"
TRUE,,sd.BAR_consumption_calculationexpiry_quantity_report_processed_loc_view_print_report,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_consumption_calculationproduct_likely_expire_report_form_init_process_lines,"Sup_Purchase_Officer,Sup_Purchase_Manager,Sup_Consumption_Management,Sup_Store_Keeper,Sup_Demand_Manager,Sup_Warehouse_Manager,Sup_Supply_System_Administrator,Sup_Med_Read,Sup_Requester,Sup_Request_Validator"
TRUE,,sd.BAR_consumption_calculationhistory_consumption_tree_view_in_progress,"Sup_Consumption_Management,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_consumption_calculationhistory_consumption_tree_view_open_report,"Sup_Consumption_Management,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_consumption_calculationwizard_to_import_fmc_begin_import_file,"Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_consumption_calculationwizard_to_import_fmc_end_close_import,"Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_consumption_calculationwizard_to_import_rac_begin_import_file,"Sup_Warehouse_Manager,Sup_Supply_System_Administrator,Sup_Consumption_Management"
TRUE,,sd.BAR_consumption_calculationwizard_to_import_rac_end_close_import,"Sup_Warehouse_Manager,Sup_Supply_System_Administrator,Sup_Consumption_Management"
TRUE,,sd.BAR_consumption_calculationwizard_export_fmc_view_close_window,"Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_consumption_calculationwizard_export_rac_view_close_window,"Sup_Warehouse_Manager,Sup_Supply_System_Administrator,Sup_Consumption_Management"
TRUE,,sd.BAR_stockview_picking_form_call_cancel_wizard,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator,Sup_Consumption_Management"
TRUE,,sd.BAR_stockview_picking_form_change_all_location,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator,Sup_Consumption_Management"
TRUE,,sd.BAR_stockview_picking_form_print_certificate,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator,Sup_Consumption_Management"
TRUE,,sd.BAR_stockview_picking_in_form_export_template_file,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_stockview_picking_in_form_create_composition_list,"Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_stockview_picking_in_form_in_action_confirm,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_stockview_picking_in_form_call_cancel_wizard,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_stockview_picking_in_form_enter_reason,"Sup_Supply_System_Administrator,Sup_Warehouse_CR,Sup_Warehouse_Manager,Sup_Store_Keeper"
TRUE,,sd.BAR_stockview_picking_out_form_call_cancel_wizard,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_stockview_picking_out_form_set_delivered,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_stockview_picking_out_form_convert_to_pick,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_stockview_picking_out_form_print_certificate,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_stock_overridestock_picking_cancel_wizard_just_cancel,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_stock_overridestock_picking_cancel_wizard_cancel_and_resource,"Sup_Supply_System_Administrator,Sup_Warehouse_CR"
TRUE,,sd.BAR_stock_overridestock_move_cancel_wizard_form_view_just_cancel,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_stock_overridestock_move_cancel_wizard_form_view_cancel_and_resource,"Sup_Supply_System_Administrator,Sup_Warehouse_CR"
TRUE,,sd.BAR_stock_overrideview_stock_analyze_view_action_open_window,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_stock_overridechange_dest_location_form_view_close_window,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_stock_overridechange_dest_location_form_view_change_dest_location,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_stock_overridestock_card_wizard_form_view_show_card,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator,Sup_Product_Manager,Sup_Consumption_Management,Sup_Requester,Sup_Request_Validator,Sup_Supply_Config"
TRUE,,sd.BAR_procurement_cycleorder_cycle_form_view_choose_change_frequence,"Sup_Supply_System_Administrator,Sup_Purchase_Manager,Sup_Warehouse_Manager"
TRUE,,sd.BAR_procurement_cycleview_compute_schedulers_wizard_procure_calculation_cycle,"Sup_Supply_System_Administrator,Sup_Purchase_Officer,Sup_Purchase_Manager,Sup_Warehouse_Manager"
TRUE,,sd.BAR_threshold_valuethreshold_value_form_view_dummy,"Sup_Supply_System_Administrator,Sup_Purchase_Manager,Sup_Warehouse_Manager"
